StatementID,BankAccountNumber,TransactionDate,ValueDate,Currency,Amount,DebitCreditIndicator,Description,BankReference,ReferenceNumber,MatchType
STM00000833,DE89370400440532013000,2026-02-04,2026-02-04,EUR,175724.20,D,Payroll disbursement,BNK530618042,REF37495690,oneToMany
STM00000834,DE89370400440532013000,2026-02-04,2026-02-04,EUR,118734.24,D,Service fee payment,BNK267808099,REF37495690,oneToMany
STM00000835,FR7614508059144921279050070,2026-01-22,2026-01-22,EUR,115538.93,C,Payroll funding,BNK923322265,REF80676597,oneToMany
STM00000836,FR7614508059144921279050070,2026-01-22,2026-01-22,EUR,141898.51,C,Dividend income,BNK491836912,REF80676597,oneToMany
STM00000837,AU123456789012345,2026-03-02,2026-03-02,EUR,168393.40,C,Invoice payment INV-3983,BNK543097540,REF95436570,oneToMany
STM00000838,AU123456789012345,2026-03-02,2026-03-02,EUR,211744.15,C,Trade settlement receipt,BNK513900710,REF95436570,oneToMany
STM00000839,AU123456789012345,2026-03-28,2026-03-31,GBP,36964.81,D,FX contract payment,BNK301684580,REF77930160,oneToMany
STM00000840,AU123456789012345,2026-03-28,2026-03-31,GBP,34572.91,D,Utility payment,BNK652499350,REF77930160,oneToMany
STM00000841,DE89370400440532013000,2026-03-10,2026-03-13,CAD,51255.78,C,Payroll funding,BNK779183463,REF88023688,oneToMany
STM00000842,DE89370400440532013000,2026-03-10,2026-03-13,CAD,65396.28,C,Dividend income,BNK734165221,REF88023688,oneToMany
STM00000843,FR7614508059144921279050070,2026-03-21,2026-03-24,USD,98728.87,D,Trade settlement payment,BNK811973893,REF24173941,oneToMany
STM00000844,FR7614508059144921279050070,2026-03-21,2026-03-24,USD,127653.67,D,Commission expense,BNK875245898,REF24173941,oneToMany
STM00000845,FR7614508059144921279050070,2026-03-21,2026-03-24,USD,136822.91,D,Cheque payment,BNK103948650,REF24173941,oneToMany
STM00000846,DE89370400440532013000,2026-01-19,2026-01-21,USD,137241.58,C,ACH credit settlement,BNK680999799,REF43612795,oneToMany
STM00000847,DE89370400440532013000,2026-01-19,2026-01-21,USD,204643.79,C,Interest credit,BNK145752763,REF43612795,oneToMany
STM00000848,US123456789012345678,2026-01-24,2026-01-27,USD,104103.40,C,Bond coupon payment,BNK312039564,REF42268346,oneToMany
STM00000849,US123456789012345678,2026-01-24,2026-01-27,USD,99320.69,C,Bond coupon payment,BNK444910105,REF42268346,oneToMany
STM00000850,US123456789012345678,2026-01-24,2026-01-27,USD,104054.47,C,Wire transfer inbound,BNK710926742,REF42268346,oneToMany
STM00000851,FR7614508059144921279050070,2026-01-12,2026-01-12,AUD,26876.24,D,Intercompany transfer out,BNK222858616,REF38004816,oneToMany
STM00000852,FR7614508059144921279050070,2026-01-12,2026-01-12,AUD,27970.33,D,Tax remittance,BNK743553234,REF38004816,oneToMany
STM00000853,FR7614508059144921279050070,2026-03-06,2026-03-10,GBP,155684.23,C,Invoice payment INV-6860,BNK505784620,REF95303012,oneToMany
STM00000854,FR7614508059144921279050070,2026-03-06,2026-03-10,GBP,123325.71,C,Grant proceeds,BNK239250273,REF95303012,oneToMany
STM00000855,US123456789012345678,2026-01-15,2026-01-15,CAD,26392.44,C,Sales proceeds,BNK224689804,REF39490388,oneToMany
STM00000856,US123456789012345678,2026-01-15,2026-01-15,CAD,29371.81,C,Payroll funding,BNK136308254,REF39490388,oneToMany
STM00000857,GB29NWBK60161331926819,2026-01-09,2026-01-14,CHF,38941.86,D,Tax remittance,BNK516825058,REF27763296,oneToMany
STM00000858,GB29NWBK60161331926819,2026-01-09,2026-01-14,CHF,37606.46,D,Intercompany transfer out,BNK704544030,REF27763296,oneToMany
STM00000859,GB29NWBK60161331926819,2026-01-09,2026-01-14,CHF,51198.94,D,FX contract payment,BNK630657275,REF27763296,oneToMany
STM00000860,AU123456789012345,2026-01-19,2026-01-19,AUD,191720.41,C,Invoice payment INV-8962,BNK986611438,REF48913917,oneToMany
STM00000861,AU123456789012345,2026-01-19,2026-01-19,AUD,194695.65,C,Customer advance payment,BNK283259860,REF48913917,oneToMany
STM00000862,AU123456789012345,2026-01-12,2026-01-13,JPY,228645.63,C,Customer payment received,BNK762321077,REF82588048,oneToMany
STM00000863,AU123456789012345,2026-01-12,2026-01-13,JPY,263682.89,C,FX contract settlement,BNK570729765,REF82588048,oneToMany
STM00000864,GB29NWBK60161331926819,2026-01-10,2026-01-12,AUD,224876.95,D,FX contract payment,BNK882391821,REF64747584,oneToMany
STM00000865,GB29NWBK60161331926819,2026-01-10,2026-01-12,AUD,150022.39,D,Equipment purchase,BNK924437429,REF64747584,oneToMany
STM00000866,DE89370400440532013000,2026-01-27,2026-01-27,USD,14083.41,D,Loan repayment,BNK527802037,REF97918644,oneToMany
STM00000867,DE89370400440532013000,2026-01-27,2026-01-27,USD,11298.91,D,ACH debit settlement,BNK143952867,REF97918644,oneToMany
STM00000868,DE89370400440532013000,2026-01-27,2026-01-27,USD,15295.68,D,Rent payment,BNK725502275,REF97918644,oneToMany
STM00000869,FR7614508059144921279050070,2026-02-13,2026-02-17,GBP,128454.53,C,Refund received,BNK902158583,REF72270945,oneToMany
STM00000870,FR7614508059144921279050070,2026-02-13,2026-02-17,GBP,117762.43,C,ACH credit settlement,BNK328591290,REF72270945,oneToMany
STM00000871,FR7614508059144921279050070,2026-02-13,2026-02-17,GBP,85754.47,C,Bond coupon payment,BNK178082720,REF72270945,oneToMany
STM00000872,US123456789012345678,2026-02-15,2026-02-15,CHF,53415.18,D,Wire transfer outbound,BNK630971823,REF49665151,oneToMany
STM00000873,US123456789012345678,2026-02-15,2026-02-15,CHF,72311.51,D,Bond redemption,BNK351083986,REF49665151,oneToMany
STM00000874,US123456789012345678,2026-02-15,2026-02-15,CHF,68818.64,D,Insurance premium payment,BNK136671360,REF49665151,oneToMany
STM00000875,DE89370400440532013000,2026-01-10,2026-01-13,GBP,175903.11,C,Customer advance payment,BNK714903457,REF28372278,oneToMany
STM00000876,DE89370400440532013000,2026-01-10,2026-01-13,GBP,172523.64,C,Sales proceeds,BNK799063681,REF28372278,oneToMany
STM00000877,DE89370400440532013000,2026-01-10,2026-01-13,GBP,150435.45,C,Commission income,BNK927065105,REF28372278,oneToMany
STM00000878,US123456789012345678,2026-01-27,2026-01-29,CAD,161655.88,D,Payroll disbursement,BNK555243560,REF34074564,oneToMany
STM00000879,US123456789012345678,2026-01-27,2026-01-29,CAD,161655.98,D,Payroll disbursement,BNK487715412,REF34074564,oneToMany
STM00000880,US123456789012345678,2026-03-28,2026-03-28,EUR,200001.26,C,Wire transfer inbound,BNK621325610,REF99429424,oneToMany
STM00000881,US123456789012345678,2026-03-28,2026-03-28,EUR,284353.50,C,Trade settlement receipt,BNK690516438,REF99429424,oneToMany
STM00000882,GB29NWBK60161331926819,2026-01-10,2026-01-10,AUD,273185.48,C,FX contract settlement,BNK242510136,REF44144684,oneToMany
STM00000883,GB29NWBK60161331926819,2026-01-10,2026-01-10,AUD,210612.31,C,Bond coupon payment,BNK716341411,REF44144684,oneToMany
STM00000884,AU123456789012345,2026-03-08,2026-03-08,EUR,172206.05,C,Grant proceeds,BNK732729907,REF20975272,oneToMany
STM00000885,AU123456789012345,2026-03-08,2026-03-08,EUR,144161.81,C,Intercompany transfer in,BNK647860563,REF20975272,oneToMany
STM00000886,AU123456789012345,2026-02-11,2026-02-13,CAD,194677.19,C,Interest credit,BNK177861507,REF94173784,oneToMany
STM00000887,AU123456789012345,2026-02-11,2026-02-13,CAD,190636.29,C,Payroll funding,BNK313005018,REF94173784,oneToMany
STM00000888,GB29NWBK60161331926819,2026-02-10,2026-02-11,USD,184841.57,C,Grant proceeds,BNK752253685,REF36506608,oneToMany
STM00000889,GB29NWBK60161331926819,2026-02-10,2026-02-11,USD,256158.10,C,Commission income,BNK180065518,REF36506608,oneToMany
STM00000890,DE89370400440532013000,2026-03-23,2026-03-26,CAD,182023.36,C,Customer payment received,BNK348957397,REF90455862,oneToMany
STM00000891,DE89370400440532013000,2026-03-23,2026-03-26,CAD,265280.20,C,Interest credit,BNK115783007,REF90455862,oneToMany
STM00000892,GB29NWBK60161331926819,2026-02-08,2026-02-10,USD,233266.99,C,FX contract settlement,BNK274452042,REF32765424,oneToMany
STM00000893,GB29NWBK60161331926819,2026-02-08,2026-02-10,USD,194307.61,C,Payroll funding,BNK156768911,REF32765424,oneToMany
STM00000894,AU123456789012345,2026-02-18,2026-02-23,AUD,85117.80,D,SEPA direct debit,BNK137169844,REF76429043,oneToMany
STM00000895,AU123456789012345,2026-02-18,2026-02-23,AUD,78328.72,D,Equipment purchase,BNK383848041,REF76429043,oneToMany
STM00000896,AU123456789012345,2026-02-18,2026-02-23,AUD,58768.08,D,Equipment purchase,BNK803655924,REF76429043,oneToMany
STM00000897,AU123456789012345,2026-02-23,2026-02-23,GBP,96834.43,D,Trade settlement payment,BNK513284948,REF94259766,oneToMany
STM00000898,AU123456789012345,2026-02-23,2026-02-23,GBP,132193.96,D,Insurance premium payment,BNK429181153,REF94259766,oneToMany
STM00000899,AU123456789012345,2026-02-23,2026-02-23,GBP,124745.12,D,Trade settlement payment,BNK961545154,REF94259766,oneToMany
STM00000900,US123456789012345678,2026-03-10,2026-03-13,AUD,127492.08,C,Loan drawdown,BNK608484910,REF76793527,oneToMany
STM00000901,US123456789012345678,2026-03-10,2026-03-13,AUD,105283.46,C,Deposit received,BNK236847562,REF76793527,oneToMany
STM00000902,US123456789012345678,2026-03-10,2026-03-13,AUD,151773.90,C,Deposit received,BNK293209654,REF76793527,oneToMany
STM00000903,US123456789012345678,2026-02-19,2026-02-24,AUD,131657.84,C,Trade settlement receipt,BNK486176521,REF52378645,oneToMany
STM00000904,US123456789012345678,2026-02-19,2026-02-24,AUD,197332.45,C,Dividend income,BNK248697942,REF52378645,oneToMany
STM00000905,DE89370400440532013000,2026-01-02,2026-01-06,CHF,74108.82,C,Loan drawdown,BNK290630432,REF29881540,oneToMany
STM00000906,DE89370400440532013000,2026-01-02,2026-01-06,CHF,82055.85,C,Sales proceeds,BNK362196138,REF29881540,oneToMany
STM00000907,GB29NWBK60161331926819,2026-03-21,2026-03-23,EUR,57143.31,C,Trade settlement receipt,BNK675192055,REF85700238,oneToMany
STM00000908,GB29NWBK60161331926819,2026-03-21,2026-03-23,EUR,66745.85,C,Commission income,BNK843054870,REF85700238,oneToMany
STM00000909,GB29NWBK60161331926819,2026-03-21,2026-03-23,EUR,85932.31,C,Bond coupon payment,BNK791467444,REF85700238,oneToMany
STM00000910,GB29NWBK60161331926819,2026-02-13,2026-02-16,USD,114484.30,C,Invoice payment INV-4673,BNK716303868,REF58617118,oneToMany
STM00000911,GB29NWBK60161331926819,2026-02-13,2026-02-16,USD,121480.76,C,FX contract settlement,BNK439339378,REF58617118,oneToMany
STM00000912,GB29NWBK60161331926819,2026-02-13,2026-02-16,USD,85029.54,C,Sales proceeds,BNK477522811,REF58617118,oneToMany
STM00000913,US123456789012345678,2026-01-30,2026-02-04,EUR,27205.26,C,Interest credit,BNK164470990,REF14532120,oneToMany
STM00000914,US123456789012345678,2026-01-30,2026-02-04,EUR,31482.13,C,Commission income,BNK155246573,REF14532120,oneToMany
STM00000915,US123456789012345678,2026-01-30,2026-02-04,EUR,31571.67,C,Dividend income,BNK880150076,REF14532120,oneToMany
STM00000916,FR7614508059144921279050070,2026-03-01,2026-03-03,CHF,258241.22,D,Insurance premium payment,BNK121021313,REF29974868,oneToMany
STM00000917,FR7614508059144921279050070,2026-03-01,2026-03-03,CHF,227444.42,D,Wire transfer outbound,BNK480090234,REF29974868,oneToMany
STM00000918,FR7614508059144921279050070,2026-03-23,2026-03-26,CAD,90724.38,D,Interest expense,BNK396675799,REF67920993,oneToMany
STM00000919,FR7614508059144921279050070,2026-03-23,2026-03-26,CAD,84415.92,D,Supplier payment,BNK735057130,REF67920993,oneToMany
STM00000920,FR7614508059144921279050070,2026-03-06,2026-03-06,CAD,44261.76,D,Intercompany transfer out,BNK287502676,REF82061198,oneToMany
STM00000921,FR7614508059144921279050070,2026-03-06,2026-03-06,CAD,41709.08,D,Invoice payment to vendor,BNK705802015,REF82061198,oneToMany
STM00000922,AU123456789012345,2026-02-09,2026-02-10,AUD,391445.17,D,ACH debit settlement,BNK958250375,REF36473391,manyToOne
STM00000923,DE89370400440532013000,2026-03-04,2026-03-06,CHF,193625.54,D,Rent payment,BNK962303232,REF20869466,manyToOne
STM00000924,GB29NWBK60161331926819,2026-03-15,2026-03-18,AUD,410288.09,D,Utility payment,BNK263285150,REF93926756,manyToOne
STM00000925,US123456789012345678,2026-02-07,2026-02-09,GBP,373325.92,C,Trade settlement receipt,BNK717925114,REF58178169,manyToOne
STM00000926,GB29NWBK60161331926819,2026-03-01,2026-03-02,JPY,307046.75,C,Commission income,BNK534411352,REF28543382,manyToOne
STM00000927,GB29NWBK60161331926819,2026-01-07,2026-01-07,CHF,125469.46,C,Customer payment received,BNK652026007,REF90830394,manyToOne
STM00000928,FR7614508059144921279050070,2026-02-25,2026-02-25,USD,269185.09,C,Equity sale proceeds,BNK671489293,REF54792696,manyToOne
STM00000929,DE89370400440532013000,2026-03-06,2026-03-10,USD,69751.66,D,Equipment purchase,BNK581218515,REF49034895,manyToOne
STM00000930,GB29NWBK60161331926819,2026-01-24,2026-01-27,JPY,222482.31,D,Cheque payment,BNK659913213,REF89866224,manyToOne
STM00000931,GB29NWBK60161331926819,2026-03-26,2026-03-26,CAD,79619.26,D,Utility payment,BNK330741186,REF93854691,manyToOne
STM00000932,FR7614508059144921279050070,2026-02-26,2026-03-02,USD,68289.48,C,Customer payment received,BNK947122144,REF88065557,manyToOne
STM00000933,FR7614508059144921279050070,2026-01-19,2026-01-19,CHF,315105.00,C,Refund received,BNK545001894,REF35509747,manyToOne
STM00000934,GB29NWBK60161331926819,2026-03-11,2026-03-12,EUR,355021.63,C,FX contract settlement,BNK720170741,REF86204810,manyToOne
STM00000935,GB29NWBK60161331926819,2026-03-09,2026-03-09,JPY,424966.88,D,Bond redemption,BNK482800789,REF58741614,manyToOne
STM00000936,DE89370400440532013000,2026-02-04,2026-02-05,JPY,480147.01,D,Interest expense,BNK629669169,REF72963750,manyToOne
STM00000937,DE89370400440532013000,2026-02-12,2026-02-17,AUD,55753.02,D,ACH debit settlement,BNK335555981,REF66079507,manyToOne
STM00000938,AU123456789012345,2026-01-17,2026-01-19,CHF,463846.89,C,Bond coupon payment,BNK124755686,REF47476701,manyToOne
STM00000939,US123456789012345678,2026-03-06,2026-03-09,CAD,190603.87,D,Supplier payment,BNK869924316,REF68795247,manyToOne
STM00000940,DE89370400440532013000,2026-02-02,2026-02-02,CHF,13018.25,D,Tax remittance,BNK848540589,REF51762474,manyToOne
STM00000941,US123456789012345678,2026-03-19,2026-03-24,JPY,316799.67,D,Cheque payment,BNK590397516,REF20050876,manyToOne
STM00000942,DE89370400440532013000,2026-02-12,2026-02-17,CHF,8571.55,C,Interest credit,BNK386718051,REF11727507,manyToOne
STM00000943,GB29NWBK60161331926819,2026-03-19,2026-03-24,CHF,36197.54,C,Wire transfer inbound,BNK275635113,REF92909862,manyToOne
STM00000944,US123456789012345678,2026-03-20,2026-03-20,USD,309652.12,C,Bond coupon payment,BNK901935414,REF60727711,manyToOne
STM00000945,FR7614508059144921279050070,2026-03-14,2026-03-16,JPY,123882.42,C,Trade settlement receipt,BNK513690673,REF58684529,manyToOne
STM00000946,AU123456789012345,2026-03-08,2026-03-09,CHF,325790.23,C,Customer payment received,BNK323794442,REF62715797,manyToOne
STM00000947,FR7614508059144921279050070,2026-03-09,2026-03-11,JPY,198357.97,C,Bond coupon payment,BNK368647037,REF90596798,manyToOne
STM00000948,DE89370400440532013000,2026-03-22,2026-03-23,GBP,279107.75,C,Loan drawdown,BNK571677775,REF33756504,manyToOne
STM00000949,AU123456789012345,2026-01-24,2026-01-26,CAD,369509.81,D,Utility payment,BNK604432596,REF93505470,manyToOne
STM00000950,DE89370400440532013000,2026-01-27,2026-01-28,CAD,299719.89,D,Tax remittance,BNK988254165,REF22604433,manyToOne
STM00000951,DE89370400440532013000,2026-02-02,2026-02-02,CAD,434493.30,D,Cheque payment,BNK462510443,REF45415247,manyToOne
STM00000952,US123456789012345678,2026-03-07,2026-03-10,JPY,260209.41,C,Bond coupon payment,BNK624544261,REF97568668,manyToOne
STM00000953,DE89370400440532013000,2026-01-26,2026-01-29,JPY,2799.26,D,SEPA direct debit,BNK280628668,REF37110191,manyToOne
STM00000954,AU123456789012345,2026-03-17,2026-03-20,USD,132463.52,C,Wire transfer inbound,BNK767539378,REF72875558,manyToOne
STM00000955,DE89370400440532013000,2026-01-09,2026-01-12,CHF,14024.42,C,Customer advance payment,BNK402897547,REF80931487,manyToOne
STM00000956,DE89370400440532013000,2026-01-07,2026-01-08,JPY,333716.46,D,Payroll disbursement,BNK823334971,REF12819842,manyToOne
STM00000957,DE89370400440532013000,2026-03-02,2026-03-05,JPY,487115.79,D,Invoice payment to vendor,BNK581789105,REF33372860,manyToOne
STM00000958,GB29NWBK60161331926819,2026-01-02,2026-01-02,AUD,302157.23,C,Wire transfer inbound,BNK148304080,REF56761760,manyToOne
STM00000959,US123456789012345678,2026-03-10,2026-03-10,JPY,281120.48,C,Customer advance payment,BNK879805997,REF86382592,manyToOne
STM00000960,AU123456789012345,2026-02-28,2026-03-04,GBP,227026.65,D,Insurance premium payment,BNK719880667,REF78749902,manyToOne
STM00000961,FR7614508059144921279050070,2026-03-26,2026-03-31,USD,343367.34,C,Loan drawdown,BNK871521699,REF24863432,manyToOne
STM00000962,GB29NWBK60161331926819,2026-02-20,2026-02-20,CAD,301373.55,D,Rent payment,BNK469339430,REF44874216,manyToOne
STM00000963,US123456789012345678,2026-03-06,2026-03-06,GBP,281095.42,C,FX contract settlement,BNK763829669,REF94714365,manyToOne
STM00000964,AU123456789012345,2026-01-19,2026-01-19,JPY,485509.32,C,Dividend income,BNK616861427,REF79919853,manyToOne
STM00000965,AU123456789012345,2026-01-21,2026-01-21,AUD,317467.19,D,Insurance premium payment,BNK493763327,REF63984607,manyToOne
STM00000966,AU123456789012345,2026-02-22,2026-02-23,USD,66623.79,D,Rent payment,BNK367173230,REF41907471,manyToOne
STM00000967,FR7614508059144921279050070,2026-02-01,2026-02-01,CAD,426081.25,D,Invoice payment to vendor,BNK895943904,REF48042839,manyToOne
STM00000968,DE89370400440532013000,2026-02-11,2026-02-11,JPY,441438.07,D,Wire transfer outbound,BNK627333509,REF43374107,manyToOne
STM00000969,AU123456789012345,2026-03-13,2026-03-13,USD,263532.00,D,Trade settlement payment,BNK551687783,REF32018627,manyToOne
STM00000970,US123456789012345678,2026-03-07,2026-03-11,GBP,293900.06,D,Supplier payment,BNK127517599,REF28442348,manyToOne
STM00000971,US123456789012345678,2026-01-26,2026-01-29,JPY,69255.27,D,Cheque payment,BNK909560006,REF38260324,manyToOne
STM00000972,AU123456789012345,2026-02-28,2026-03-04,GBP,370485.71,C,Intercompany transfer in,BNK267711744,REF14700022,manyToOne
STM00000973,FR7614508059144921279050070,2026-02-19,2026-02-24,JPY,280974.19,D,Trade settlement payment,BNK232106931,REF52063017,manyToOne
STM00000974,FR7614508059144921279050070,2026-01-13,2026-01-14,CAD,109202.10,D,Bond redemption,BNK860113715,REF15335668,manyToOne
STM00000975,US123456789012345678,2026-01-31,2026-01-31,GBP,152408.28,D,Trade settlement payment,BNK530394469,REF94576750,manyToOne
STM00000976,AU123456789012345,2026-03-16,2026-03-17,CAD,363516.04,D,FX contract payment,BNK281250932,REF80849815,manyToOne
STM00000977,AU123456789012345,2026-01-24,2026-01-28,USD,285372.54,C,ACH credit settlement,BNK302774092,REF40508845,manyToOne
STM00000978,DE89370400440532013000,2026-02-18,2026-02-19,USD,51326.76,D,Payroll disbursement,BNK834364520,REF94896070,manyToOne
STM00000979,AU123456789012345,2026-02-07,2026-02-11,CAD,324808.57,C,Deposit received,BNK507389173,REF77765797,manyToOne
STM00000980,FR7614508059144921279050070,2026-01-24,2026-01-24,CHF,32967.22,C,Grant proceeds,BNK506124468,REF65571429,manyToOne
STM00000981,AU123456789012345,2026-01-15,2026-01-15,USD,494964.59,D,Cheque payment,BNK438372713,REF85389946,manyToOne
STM00000982,DE89370400440532013000,2026-02-18,2026-02-20,GBP,59578.53,C,Loan drawdown,BNK941974837,REF98822324,manyToOne
STM00000983,DE89370400440532013000,2026-01-11,2026-01-12,AUD,61665.14,C,SEPA credit transfer,BNK928533226,REF91101482,manyToOne
STM00000984,AU123456789012345,2026-03-30,2026-04-01,JPY,146882.61,D,Invoice payment to vendor,BNK631518649,REF57640481,manyToOne
STM00000985,US123456789012345678,2026-03-31,2026-04-01,JPY,294670.42,D,Service fee payment,BNK416522313,REF31312266,manyToOne
STM00000986,DE89370400440532013000,2026-03-27,2026-04-01,CAD,96533.73,D,Trade settlement payment,BNK627202080,REF32703120,manyToOne
STM00000987,GB29NWBK60161331926819,2026-01-25,2026-01-26,EUR,164662.75,D,ACH debit settlement,BNK254677597,REF63494389,manyToOne
STM00000988,AU123456789012345,2026-02-08,2026-02-10,AUD,367237.17,C,Commission income,BNK235767396,REF14036007,manyToOne
STM00000989,AU123456789012345,2026-01-01,2026-01-06,JPY,201869.54,C,Bond coupon payment,BNK615499857,REF65205337,manyToOne
STM00000990,FR7614508059144921279050070,2026-02-01,2026-02-04,JPY,457178.96,D,Trade settlement payment,BNK473365806,REF45891979,manyToOne
STM00000991,FR7614508059144921279050070,2026-03-09,2026-03-09,JPY,229465.70,C,Customer advance payment,BNK970052077,REF70834402,manyToOne
STM00000992,US123456789012345678,2026-03-06,2026-03-06,USD,196684.44,D,Payroll disbursement,BNK621741788,REF76863365,manyToOne
STM00000993,GB29NWBK60161331926819,2026-01-23,2026-01-28,EUR,49409.69,D,Intercompany transfer out,BNK642011982,REF39034959,manyToOne
STM00000994,DE89370400440532013000,2026-03-15,2026-03-17,CHF,110936.10,C,Equity sale proceeds,BNK925527617,REF76837897,manyToOne
STM00000995,DE89370400440532013000,2026-02-20,2026-02-24,USD,266542.29,D,Utility payment,BNK919280202,REF43055871,manyToOne
STM00000996,GB29NWBK60161331926819,2026-02-26,2026-03-03,AUD,267837.13,D,Utility payment,BNK565930438,REF91071940,manyToOne
STM00000997,AU123456789012345,2026-01-04,2026-01-05,EUR,291996.12,D,Commission expense,BNK536050784,REF44859853,manyToOne
STM00000998,US123456789012345678,2026-03-05,2026-03-10,CAD,399342.10,C,Customer advance payment,BNK713063474,REF83308992,manyToOne
STM00000999,GB29NWBK60161331926819,2026-03-13,2026-03-18,EUR,463162.85,C,Invoice payment INV-9815,BNK514968378,REF92115507,manyToOne
STM00001000,GB29NWBK60161331926819,2026-03-25,2026-03-25,GBP,418408.01,C,Bond coupon payment,BNK397737048,REF27561689,manyToOne
STM00001001,FR7614508059144921279050070,2026-02-18,2026-02-19,JPY,220726.74,C,Refund received,BNK614879334,REF27955171,manyToOne
STM00001002,DE89370400440532013000,2026-01-04,2026-01-07,GBP,36436.04,C,Invoice payment INV-8578,BNK762191551,REF33231265,manyToOne
STM00001003,AU123456789012345,2026-03-08,2026-03-09,AUD,448108.03,C,Intercompany transfer in,BNK258113795,REF70607067,manyToOne
STM00001004,GB29NWBK60161331926819,2026-02-08,2026-02-11,JPY,357513.77,C,Wire transfer inbound,BNK108496388,REF28991189,manyToOne
STM00001005,DE89370400440532013000,2026-01-31,2026-01-31,GBP,96508.77,D,Utility payment,BNK480744519,REF21150779,manyToOne
STM00001006,AU123456789012345,2026-01-10,2026-01-13,CAD,186747.35,C,Payroll funding,BNK703506327,REF99101270,manyToOne
STM00001007,US123456789012345678,2026-01-15,2026-01-19,JPY,179024.07,C,Grant proceeds,BNK542153560,REF11543273,manyToOne
STM00001008,FR7614508059144921279050070,2026-03-02,2026-03-04,EUR,424894.64,C,Intercompany transfer in,BNK586276716,REF52857833,manyToOne
STM00001009,AU123456789012345,2026-01-01,2026-01-05,CHF,446625.95,D,Payroll disbursement,BNK309464410,REF25945220,manyToOne
STM00001010,DE89370400440532013000,2026-03-01,2026-03-01,EUR,20838.10,D,Payroll disbursement,BNK817895996,REF31752827,manyToOne
STM00001011,DE89370400440532013000,2026-02-27,2026-03-03,CAD,360481.63,D,Service fee payment,BNK220497301,REF40471002,manyToOne
STM00001012,DE89370400440532013000,2026-02-16,2026-02-19,EUR,423239.75,D,Insurance premium payment,BNK829862106,REF45310551,manyToOne
STM00001013,DE89370400440532013000,2026-03-24,2026-03-25,USD,443221.40,C,Bond coupon payment,BNK456780994,REF89234035,manyToOne
STM00001014,DE89370400440532013000,2026-02-18,2026-02-23,GBP,365246.26,C,Customer payment received,BNK413897223,REF37457500,manyToOne
STM00001015,US123456789012345678,2026-03-15,2026-03-15,JPY,167466.85,C,Dividend income,BNK484793526,REF39532689,manyToOne
STM00001016,AU123456789012345,2026-01-26,2026-01-28,CAD,494285.94,D,Supplier payment,BNK473182553,REF29770335,manyToOne
STM00001017,GB29NWBK60161331926819,2026-02-21,2026-02-23,EUR,172702.29,C,Equity sale proceeds,BNK146495108,REF96390862,manyToOne
STM00001018,DE89370400440532013000,2026-01-11,2026-01-13,CAD,364378.34,C,FX contract settlement,BNK564280826,REF32908948,manyToOne
STM00001019,DE89370400440532013000,2026-02-18,2026-02-18,EUR,130279.78,D,Loan repayment,BNK209553651,REF22436944,manyToOne
STM00001020,DE89370400440532013000,2026-01-11,2026-01-11,USD,499471.23,C,FX contract settlement,BNK572749547,REF65108116,manyToOne
STM00001021,FR7614508059144921279050070,2026-01-18,2026-01-18,JPY,134878.81,C,ACH credit settlement,BNK598006918,REF17218520,manyToOne
STM00001022,AU123456789012345,2026-02-23,2026-02-25,USD,407534.88,D,Commission expense,BNK314708527,REF34635309,manyToOne
STM00001023,DE89370400440532013000,2026-02-12,2026-02-17,JPY,283519.57,C,Interest credit,BNK301712694,REF97390302,manyToOne
STM00001024,US123456789012345678,2026-03-04,2026-03-06,CHF,126939.27,C,SEPA credit transfer,BNK275564215,REF59517981,manyToOne
STM00001025,GB29NWBK60161331926819,2026-01-09,2026-01-13,USD,99967.25,C,Equity sale proceeds,BNK233917985,REF19169671,manyToOne
STM00001026,US123456789012345678,2026-02-16,2026-02-16,CHF,47313.27,C,Deposit received,BNK495298612,REF84825002,manyToOne
STM00001027,GB29NWBK60161331926819,2026-03-26,2026-03-27,EUR,268964.24,C,Refund received,BNK132314149,REF66686292,manyToOne
STM00001028,DE89370400440532013000,2026-01-17,2026-01-20,CAD,434256.09,D,Commission expense,BNK374113419,REF24075597,manyToOne
STM00001029,AU123456789012345,2026-01-26,2026-01-28,AUD,149412.99,D,Cheque payment,BNK834741916,REF30132659,manyToOne
STM00001030,DE89370400440532013000,2026-02-24,2026-02-25,JPY,469430.86,C,Deposit received,BNK881791653,REF80310167,manyToOne
STM00001031,US123456789012345678,2026-03-01,2026-03-04,AUD,85591.56,D,Commission expense,BNK999351526,REF55470329,manyToOne
STM00001032,GB29NWBK60161331926819,2026-03-15,2026-03-17,GBP,473124.34,C,Customer advance payment,BNK531768442,REF97945052,manyToOne
STM00001033,US123456789012345678,2026-01-01,2026-01-01,EUR,369850.71,D,Invoice payment to vendor,BNK579352483,REF81170746,manyToOne
STM00001034,GB29NWBK60161331926819,2026-03-15,2026-03-16,CAD,499686.75,C,Interest credit,BNK128652899,REF99623013,manyToOne
STM00001035,GB29NWBK60161331926819,2026-03-25,2026-03-30,EUR,472364.56,D,Utility payment,BNK410345203,REF58431857,manyToOne
STM00001036,GB29NWBK60161331926819,2026-02-28,2026-02-28,CHF,435118.21,C,Bond coupon payment,BNK268837632,REF81437287,manyToOne
STM00001037,FR7614508059144921279050070,2026-03-22,2026-03-23,CAD,451410.85,C,Wire transfer inbound,BNK384903640,REF74488476,manyToOne
